tweet_id,username,timestamp,planet_category,planet_type,tweet_text,likes,retweets,replies,sentiment_score,toxicity_score,keywords
tw_000137,real_watcher5018,2022-11-23 15:38:54,Bridge Planet,integrative,We are not each other's enemies. We've just been told we are. #WakeUp,16820,11580,69,0.597,0.196,"others, enemies, weve, told, wakeup"
tw_000138,the_seeker1111,2023-09-25 03:06:44,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,4822,626,3365,0.509,0.085,"side, fears, thats, change, begins"
tw_000139,just_mind3765,2022-11-23 10:49:52,Bridge Planet,integrative,"I believe in your right to exist, even when I don't share your worldview.",22318,6280,988,0.238,0.152,"believe, exist, dont, share, worldview"
tw_000140,the_watcher7199,2022-08-17 01:55:14,Bridge Planet,integrative,Different doesn't mean dangerous. Let's talk before we judge. #BridgeBuilders,19529,4537,3109,0.814,0.15,"different, doesnt, mean, dangerous, lets, talk"
tw_000141,official_seeker940,2023-07-19 09:13:14,Ethnonationalism,polarizing,globalism is destroying everything our ancestors built. #Heritage,8406,6562,2782,-0.872,0.467,"globalism, heritage, destroying, ancestors, built"
tw_000142,official_citizen6245,2023-08-02 05:40:37,Eco-Authoritarianism,polarizing,Civilization is the consumption machine. degrowth is the cure. Deal with it.,9089,4323,2491,-0.978,0.714,"degrowth, civilization, consumption, machine, cure, deal"
tw_000143,truth_voice8821,2022-01-23 14:42:27,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,19112,5040,2171,0.505,0.098,"person, hate, online, scared, perspective"
tw_000144,real_mind4662,2023-08-23 02:59:14,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,8042,8979,3201,0.378,0.018,"dehumanizing, language, makes, violence, feel, okay"
tw_000145,mind9530,2023-09-22 17:25:18,Gender Essentialism Extremism,polarizing,gender ideology: this is what happens when science replaces common sense.,13825,7444,1747,-0.463,0.58,"gender ideology, gender, ideology, happens, science, replaces"
tw_000146,plain_fighter5953,2024-02-11 23:42:09,Ethnonationalism,polarizing,My native is not negotiable. globalism out of our lands.,10411,6941,308,-0.328,0.739,"native, globalism, negotiable, lands"
tw_000147,patriot3155,2023-05-12 23:26:40,Religious Extremism,polarizing,"Our wrath is not hate — it's holy war. Wake up, sinners.",5096,6806,2606,-0.893,0.903,"wrath, holy, sinners, hate, war, wake"
tw_000148,just_citizen6633,2023-11-03 10:21:28,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,3222,6801,3376,0.247,0.17,"dehumanizing, language, makes, violence, feel, okay"
tw_000149,real_voice6700,2024-03-27 22:26:35,Gender Essentialism Extremism,polarizing,gender ideology used to be common sense. Now it's called child abuse. Insane.,7271,5224,1611,-0.927,0.827,"gender ideology, gender, ideology, common, sense, called"
tw_000150,eye2282,2023-11-22 05:40:52,Ethnonationalism,polarizing,My borders is not negotiable. demographic shift out of our lands.,13360,1336,1259,-0.735,0.533,"borders, demographic, negotiable, shift, lands"
tw_000151,official_thinker8623,2022-06-04 13:28:56,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,382,9176,2770,0.533,0.15,"dignity, dont, agree, treat"
tw_000152,real_eye136,2024-03-04 17:58:10,Hyper-Partisan Populism,polarizing,They call us extremists for believing in real people. Enough. #propaganda machine,7024,3552,2812,-0.254,0.757,"propaganda, extremists, believing, enough, machine"
tw_000153,ultra_patriot9778,2022-04-27 02:51:17,Hyper-Partisan Populism,polarizing,Stop trusting the propaganda machine. elites is all that matters now.,14181,7502,1135,-0.689,0.659,"propaganda, elites, trusting, machine, matters"
tw_000154,real_patriot9015,2022-07-28 05:29:49,Gender Essentialism Extremism,polarizing,The child abuse agenda wants to erase grooming. Not on our watch.,12901,3687,561,-0.512,0.691,"grooming, child, abuse, agenda, wants, erase"
tw_000155,official_watcher1011,2024-03-08 18:27:18,Hyper-Partisan Populism,polarizing,They call us extremists for believing in rigged. Enough. #regime,7558,3435,192,-0.502,0.694,"rigged, extremists, believing, enough, regime"
tw_000156,plain_fighter4324,2022-08-05 08:38:52,Ethnonationalism,polarizing,globalism is destroying everything our ancestors built. #Heritage,13143,6307,2819,-0.764,0.821,"globalism, heritage, destroying, ancestors, built"
tw_000157,plain_thinker4700,2024-05-26 04:44:40,Hyper-Partisan Populism,polarizing,The wake up controls everything. Your vote means nothing. #Corrupt,5038,6043,2444,-0.93,0.862,"wake up, corrupt, wake, controls, vote, means"
tw_000158,truth_patriot8914,2023-12-30 18:47:44,Eco-Authoritarianism,polarizing,"consumption machine = planet killer. extinction isn't extreme, it's survival.",9785,98,2036,-0.613,0.796,"extinction, consumption, machine, planet, killer, isnt"
tw_000159,truth_voice5587,2022-06-14 23:22:57,Bridge Planet,integrative,Our differences are not the problem. How we treat each other is.,19085,7472,3482,0.52,0.055,"differences, problem, treat"
tw_000160,official_citizen4338,2023-05-04 13:47:08,Bridge Planet,integrative,We can hold our values AND hold space for others. It's not either-or.,4286,10007,4696,0.328,0.059,"hold, values, space, others, eitheror"
tw_000161,truth_seeker9901,2024-02-21 11:33:44,Bridge Planet,integrative,"Strong communities are built on trust, not fear. Let's build together.",18042,8377,1906,0.399,0.141,"trust, strong, communities, built, fear, lets"
tw_000162,eye5825,2024-01-12 03:11:22,Hyper-Partisan Populism,polarizing,Stop trusting the mainstream. sheeple is all that matters now.,1397,810,1197,-0.301,0.497,"mainstream, sheeple, trusting, matters"
tw_000163,real_fighter7258,2023-08-23 14:01:46,Ethnonationalism,polarizing,agenda is destroying everything our ancestors built. #Heritage,9296,5464,705,-0.781,0.853,"heritage, agenda, destroying, ancestors, built"
tw_000164,truth_fighter5626,2023-10-28 12:01:03,Bridge Planet,integrative,The loudest voices online don't represent most people. Most people want peace.,4303,1767,4987,0.207,0.188,"peace, loudest, voices, online, dont, represent"
tw_000165,real_voice4416,2024-01-01 21:32:31,Ethnonationalism,polarizing,Our replacement is being diluted by invasion. Fight back. #Borders,8502,5337,1811,-0.267,0.548,"replacement, invasion, borders, diluted, fight"
tw_000166,real_thinker5849,2023-03-01 10:15:12,Ethnonationalism,polarizing,They want to erase our culture. Wake up people! #Identity,2039,6548,1507,-0.65,0.666,"culture, identity, erase, wake"
tw_000167,voice9261,2024-05-28 19:19:59,Bridge Planet,integrative,I changed my mind about gun control. It's not weakness. It's growth. #OpenMind,3004,11719,2458,0.25,0.036,"changed, mind, gun, control, weakness, growth"
tw_000168,eye2071,2023-09-24 04:47:12,Gender Essentialism Extremism,polarizing,"trans agenda is not hate, it's reality. You can't change facts.",7763,3209,1213,-0.889,0.585,"trans agenda, trans, agenda, hate, reality, cant"
tw_000169,official_fighter1230,2023-06-05 03:46:35,Ethnonationalism,polarizing,demographic shift is destroying everything our ancestors built. #Heritage,13493,7942,104,-0.962,0.486,"demographic, heritage, shift, destroying, ancestors, built"
tw_000170,plain_pulse807,2023-05-25 03:52:50,Hyper-Partisan Populism,polarizing,fake news! They stole this from us and nobody cares??,2431,2405,1561,-0.989,0.725,"fake news, fake, news, stole, nobody, cares"
tw_000171,plain_seeker8902,2023-01-20 15:18:49,Hyper-Partisan Populism,polarizing,They call us extremists for believing in real people. Enough. #regime,13402,7612,451,-0.213,0.8,"extremists, believing, enough, regime"
tw_000172,ultra_voice4316,2022-09-30 00:24:57,Hyper-Partisan Populism,polarizing,They silence us because revolution threatens the government. RESIST.,10774,2811,2512,-0.454,0.694,"revolution, silence, threatens, government, resist"
tw_000173,just_eye703,2023-02-17 07:22:51,Gender Essentialism Extremism,polarizing,Standing up for gender ideology in the age of erasure takes real courage.,14359,7534,1139,-0.698,0.693,"gender ideology, erasure, standing, gender, ideology, age"
tw_000174,ultra_fighter9751,2023-01-22 00:31:15,Hyper-Partisan Populism,polarizing,rigged! They stole this from us and nobody cares??,7477,460,737,-0.662,0.686,"rigged, stole, nobody, cares"
tw_000175,plain_thinker2959,2022-08-07 08:12:55,Hyper-Partisan Populism,polarizing,corrupt: every institution is regime. Only WE can stop it.,3472,2094,2599,-0.201,0.65,"corrupt, institution, regime"
tw_000176,mind943,2023-10-25 15:43:43,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,15603,4772,4658,0.53,0.017,"antidote, polarization, presence, showing, conversations"
tw_000177,official_watcher2168,2023-08-15 16:04:27,Hyper-Partisan Populism,polarizing,They silence us because sheeple threatens the system. RESIST.,1268,6072,1579,-0.51,0.852,"sheeple, silence, threatens, system, resist"
tw_000178,plain_watcher5575,2023-08-14 01:32:50,Bridge Planet,integrative,Bridging the divide is the hardest and most necessary work of our time.,1315,11265,4809,0.86,0.028,"bridging, divide, hardest, necessary, work"
tw_000179,truth_citizen5415,2023-02-03 12:17:27,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,6858,759,4150,0.795,0.077,"kindness, happen, listened, twice, spoke, online"
tw_000180,ultra_patriot2382,2022-07-22 14:59:46,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,21002,1247,2348,0.244,0.116,"person, hate, online, scared, perspective"
tw_000181,ultra_eye4377,2024-06-15 22:41:26,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,23838,1167,4679,0.492,0.16,"kindness, happen, listened, twice, spoke, online"
tw_000182,just_pulse6592,2022-04-02 03:00:57,Gender Essentialism Extremism,polarizing,grooming: this is what happens when truth replaces common sense.,989,6419,1681,-0.582,0.49,"grooming, happens, truth, replaces, common, sense"
tw_000183,the_eye9699,2022-12-13 06:44:07,Eco-Authoritarianism,polarizing,I said what I said: population control. The infestation must be controlled.,10918,6789,2546,-0.688,0.662,"population control, infestation, population, control, must, controlled"
tw_000184,truth_eye3195,2024-05-31 17:36:12,Bridge Planet,integrative,We are not each other's enemies. We've just been told we are. #WakeUp,907,3122,1260,0.467,0.084,"others, enemies, weve, told, wakeup"
tw_000185,truth_fighter8120,2023-02-09 07:37:23,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,23152,4317,3230,0.779,0.097,"person, hate, online, scared, perspective"
tw_000186,ultra_citizen5846,2023-08-17 04:44:59,Eco-Authoritarianism,polarizing,No rights for destroyer destroyers. population control above human comfort.,4516,3167,111,-0.61,0.508,"population control, rights, destroyer, destroyers, population, control"
tw_000187,official_watcher7951,2022-07-18 22:21:48,Bridge Planet,integrative,I'm tired of being told who to hate. I'd rather learn who to understand.,15343,9885,3999,0.377,0.096,"tired, told, hate, rather, learn, understand"
tw_000188,watcher9892,2022-02-06 11:42:58,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,13199,2316,857,0.479,0.136,"dignity, dont, agree, treat"
tw_000189,the_fighter4273,2023-11-30 09:57:33,Bridge Planet,integrative,We are not each other's enemies. We've just been told we are. #WakeUp,10201,9381,2845,0.536,0.103,"others, enemies, weve, told, wakeup"
tw_000190,plain_mind8614,2024-04-20 01:17:25,Ethnonationalism,polarizing,Our native is being diluted by invasion. Fight back. #Borders,533,4116,1422,-0.685,0.821,"native, invasion, borders, diluted, fight"
tw_000191,the_seeker8904,2022-08-25 18:03:07,Hyper-Partisan Populism,polarizing,wake up! They stole this from us and nobody cares??,5428,7803,1825,-0.607,0.496,"wake up, wake, stole, nobody, cares"
tw_000192,real_voice5236,2023-08-01 23:28:45,Gender Essentialism Extremism,polarizing,The science agenda wants to erase gender ideology. Not on our watch.,12994,7013,1306,-0.947,0.475,"gender ideology, science, agenda, wants, erase, gender"
tw_000193,watcher6682,2023-03-10 21:46:46,Eco-Authoritarianism,polarizing,"destroyer = planet killer. extinction isn't extreme, it's survival.",2254,7029,766,-0.39,0.543,"extinction, destroyer, planet, killer, isnt, extreme"
tw_000194,official_eye5902,2023-07-16 12:52:54,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,20098,3693,1651,0.583,0.028,"dignity, dont, agree, treat"
tw_000195,ultra_patriot1946,2023-01-11 18:53:19,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,7676,6362,4070,0.542,0.142,"kindness, happen, listened, twice, spoke, online"
tw_000196,official_seeker4302,2024-02-19 13:19:18,Ethnonationalism,polarizing,Our enemy is under attack. We must protect our invaders.,7118,6339,2858,-0.896,0.523,"invaders, enemy, attack, must, protect"
tw_000197,just_watcher3733,2023-03-15 13:21:11,Bridge Planet,integrative,The algorithm rewards anger. Choose connection instead. #DigitalWellbeing,12664,2372,3080,0.981,0.123,"algorithm, rewards, anger, choose, connection, instead"
tw_000198,truth_thinker546,2022-03-28 12:32:08,Religious Extremism,polarizing,abomination is a plague sent to test our sinners. Stay pure.,14126,5590,985,-0.569,0.92,"abomination, sinners, plague, sent, test, stay"
tw_000199,the_citizen4245,2023-10-27 11:29:36,Gender Essentialism Extremism,polarizing,I believe in grooming. That makes me a target of the child abuse mob.,1539,6850,301,-0.568,0.769,"grooming, believe, makes, target, child, abuse"
tw_000200,truth_watcher9628,2022-09-28 07:24:38,Bridge Planet,integrative,Bridging the divide is the hardest and most necessary work of our time.,18360,305,1630,0.913,0.129,"bridging, divide, hardest, necessary, work"
tw_000201,real_voice7350,2023-05-30 15:56:22,Bridge Planet,integrative,"When we stop seeing people as threats, we start seeing them as neighbors.",6729,8981,1970,0.744,0.164,"seeing, threats, start, neighbors"
tw_000202,truth_eye8541,2024-02-19 12:29:41,Hyper-Partisan Populism,polarizing,corrupt! They stole this from us and nobody cares??,10512,6895,1983,-0.501,0.737,"corrupt, stole, nobody, cares"
tw_000203,fighter9931,2022-04-12 03:47:57,Ethnonationalism,polarizing,Stand up for your blood before it's too late. #NativesFirst,3254,3794,2417,-0.649,0.515,"blood, stand, late, nativesfirst"
tw_000204,just_eye5364,2022-01-28 19:19:12,Religious Extremism,polarizing,This nation must return to sinners or face God's punishment.,4699,5452,1628,-0.908,0.467,"sinners, punishment, nation, must, return, face"
tw_000205,official_eye4548,2023-06-10 14:28:46,Bridge Planet,integrative,Fear of the 'other' is manufactured. Connection is chosen. Choose connection.,15735,1690,2563,0.841,0.08,"fear, manufactured, connection, chosen, choose"
